"HolderAddress","Balance","PendingBalanceUpdate"
"0x07d80ae6f36a5e08dca74ce884a24d39db9934ed","744.627827664543","No"
"0x0a20b30470b708a4c64ee61f9104fc3d4a44153c","0.426263675194094","No"
"0x1739db51b363d7ebeebb8128f053348d66f29418","1766.3633130315","No"
"0x5cd879ea9356a28e0d24ce93918dbb76b4bd0c20","475.460633456927","No"
"0xaa3d85ad9d128dfecb55424085754f6dfa643eb1","1140.17542509914","No"
"0xc765bddb93b0d1c1a88282ba0fa6b2d00e3e0c83","112877.367084815","No"
